dataset,nvar,Year,Month,Prec,Tavg,Tmin,Tmax
Princeton,1,2020,1,17.47875387,26.805,22.311,31.993
Princeton,1,2020,2,0.386192985,27.451,22.7,32.889
Princeton,1,2020,3,42.63935731,27.742,22.936,32.869
Princeton,1,2020,4,111.3813631,25.976,21.878,30.342
Princeton,1,2020,5,102.2973577,25.295,21.817,29.309
Princeton,1,2020,6,19.78567295,24.266,20.426,28.958
Princeton,1,2020,7,42.4811374,23.838,20.045,28.154
Princeton,1,2020,8,37.51084978,23.61,19.915,27.786
Princeton,1,2020,9,45.69645702,23.667,19.355,28.492
Princeton,1,2020,10,15.13000653,24.882,20.235,29.899
Princeton,1,2020,11,14.30980905,26.424,21.504,31.639
Princeton,1,2020,12,55.89618556,26.685,22.494,31.406
Princeton,1,2021,1,20.2468359,26.805,22.311,31.993
Princeton,1,2021,2,0.447353744,27.451,22.7,32.889
Princeton,1,2021,3,49.3920835,27.742,22.936,32.869
Princeton,1,2021,4,129.0206497,25.976,21.878,30.342
Princeton,1,2021,5,118.4980251,25.295,21.817,29.309
Princeton,1,2021,6,22.91909803,24.266,20.426,28.958
Princeton,1,2021,7,49.20880655,23.838,20.045,28.154
Princeton,1,2021,8,43.4513825,23.61,19.915,27.786
Princeton,1,2021,9,52.93333114,23.667,19.355,28.492
Princeton,1,2021,10,17.52612124,24.882,20.235,29.899
Princeton,1,2021,11,16.57603041,26.424,21.504,31.639
Princeton,1,2021,12,64.74837423,26.685,22.494,31.406
Princeton,1,2022,1,2.102572767,27.043,22.147,32.636
Princeton,1,2022,2,72.18377344,27.579,22.761,32.75
Princeton,1,2022,3,18.60678959,27.4,22.311,32.888
Princeton,1,2022,4,95.33461861,26.704,22.294,31.422
Princeton,1,2022,5,27.27542102,25.924,22.236,30.285
Princeton,1,2022,6,34.96927031,24.333,20.451,28.971
Princeton,1,2022,7,112.9823334,23.524,19.97,27.676
Princeton,1,2022,8,28.03307161,23.395,19.724,27.595
Princeton,1,2022,9,212.1883617,23.805,19.917,28.025
Princeton,1,2022,10,108.2516371,24.891,20.881,29.172
Princeton,1,2022,11,212.927533,25.662,22.004,29.528
Princeton,1,2022,12,104.5557806,26.614,22.548,30.867
Princeton,1,2023,1,15.29797663,26.213,21.727,31.631
Princeton,1,2023,2,3.101226318,26.651,22.038,32.216
Princeton,1,2023,3,114.3156892,27.333,23.015,32.134
Princeton,1,2023,4,260.1183479,25.795,21.797,30.304
Princeton,1,2023,5,116.1994445,24.361,20.886,28.393
Princeton,1,2023,6,68.32945528,23.342,19.462,27.655
Princeton,1,2023,7,31.80814978,23.105,19.176,27.672
Princeton,1,2023,8,47.67878802,22.776,18.677,27.246
Princeton,1,2023,9,19.03063772,23.395,18.785,28.396
Princeton,1,2023,10,40.33779369,25.01,20.234,30.175
Princeton,1,2023,11,104.425974,25.882,22.411,29.443
Princeton,1,2023,12,58.14022297,25.48,21.339,29.908
Princeton,1,2024,1,0.249610449,26.723,22.06,32.19
Princeton,1,2024,2,38.29062205,26.609,21.797,32.213
Princeton,1,2024,3,7.058966113,27.771,22.606,33.323
Princeton,1,2024,4,148.8361755,26.295,21.938,30.953
Princeton,1,2024,5,146.2937782,25.124,21.594,29.303
Princeton,1,2024,6,68.94028088,24.004,20.303,28.261
Princeton,1,2024,7,38.00354302,23.396,19.844,27.529
Princeton,1,2024,8,124.2914482,23.167,19.398,27.483
Princeton,1,2024,9,174.6203215,23.505,19.181,28.263
Princeton,1,2024,10,173.7622624,24.682,20.488,29.14
Princeton,1,2024,11,221.1885654,25.762,21.642,29.89
Princeton,1,2024,12,8.917670408,24.138,20.074,28.729
Princeton,1,2025,1,51.87719559,26.052,21.581,31.194
Princeton,1,2025,2,5.651124822,26.946,22.174,32.565
Princeton,1,2025,3,34.55584715,27.462,22.801,32.426
Princeton,1,2025,4,128.9718262,26.305,22.317,30.715
Princeton,1,2025,5,135.2167342,24.461,20.658,28.951
Princeton,1,2025,6,37.67002978,23.633,19.758,28.16
Princeton,1,2025,7,12.69349936,22.196,18.242,26.839
Princeton,1,2025,8,24.12767785,22.704,18.698,27.336
Princeton,1,2025,9,26.63391247,22.696,17.949,27.918
Princeton,1,2025,10,29.85458939,24.181,19.382,29.268
Princeton,1,2025,11,2.710641628,25.781,20.714,31.173
Princeton,1,2025,12,198.9272034,25.323,21.119,30.044
Princeton,1,2026,1,18.26998152,26.805,22.311,31.993
Princeton,1,2026,2,0.403675156,27.451,22.7,32.889
Princeton,1,2026,3,44.56955433,27.742,22.936,32.869
Princeton,1,2026,4,116.4233709,25.976,21.878,30.342
Princeton,1,2026,5,106.9281511,25.295,21.817,29.309
Princeton,1,2026,6,20.68133013,24.266,20.426,28.958
Princeton,1,2026,7,44.40417212,23.838,20.045,28.154
Princeton,1,2026,8,39.20888969,23.61,19.915,27.786
Princeton,1,2026,9,47.76504272,23.667,19.355,28.492
Princeton,1,2026,10,15.81491117,24.882,20.235,29.899
Princeton,1,2026,11,14.95758501,26.424,21.504,31.639
Princeton,1,2026,12,58.42649224,26.685,22.494,31.406
Princeton,1,2027,1,9.678249754,26.014,21.649,31.06
Princeton,1,2027,2,64.74408741,26.551,22.032,31.833
Princeton,1,2027,3,91.31780971,27.142,22.39,32.176
Princeton,1,2027,4,18.1216718,27.095,22.991,32.033
Princeton,1,2027,5,71.62863535,25.224,21.622,29.7
Princeton,1,2027,6,46.75184242,23.976,20.064,28.529
Princeton,1,2027,7,53.35644495,23.758,19.999,28.063
Princeton,1,2027,8,63.57253504,23.067,19.36,27.211
Princeton,1,2027,9,22.73214264,23.896,19.492,28.66
Princeton,1,2027,10,72.82223822,25.472,20.858,30.313
Princeton,1,2027,11,176.9983625,26.515,22.194,31.076
Princeton,1,2027,12,11.58130332,26.485,22.235,31.175
Princeton,1,2028,1,1.92025372,26.842,22.069,32.346
Princeton,1,2028,2,34.06203248,27.451,22.834,33.031
Princeton,1,2028,3,17.345611,27.5,23.419,31.975
Princeton,1,2028,4,78.08997749,27.257,23.235,31.892
Princeton,1,2028,5,356.7177709,25.153,21.712,29.093
Princeton,1,2028,6,85.19593767,25.004,21.441,29.283
Princeton,1,2028,7,65.09047265,23.795,19.826,28.231
Princeton,1,2028,8,20.86539521,23.358,19.539,27.675
Princeton,1,2028,9,44.74599733,23.796,19.315,28.689
Princeton,1,2028,10,16.01777598,25.311,20.28,30.495
Princeton,1,2028,11,31.47581843,26.081,20.875,31.484
Princeton,1,2028,12,41.95754379,26.799,22.37,31.512
Princeton,1,2029,1,2.176594558,27.043,22.147,32.636
Princeton,1,2029,2,74.72502779,27.579,22.761,32.75
Princeton,1,2029,3,19.26184796,27.4,22.311,32.888
Princeton,1,2029,4,98.69090635,26.704,22.294,31.422
Princeton,1,2029,5,28.23566152,25.924,22.236,30.285
Princeton,1,2029,6,36.20037539,24.333,20.451,28.971
Princeton,1,2029,7,116.959915,23.524,19.97,27.676
Princeton,1,2029,8,29.01998545,23.395,19.724,27.595
Princeton,1,2029,9,219.6585253,23.805,19.917,28.025
Princeton,1,2029,10,112.0626729,24.891,20.881,29.172
Princeton,1,2029,11,220.4237194,25.662,22.004,29.528
Princeton,1,2029,12,108.2367025,26.614,22.548,30.867
Princeton,1,2030,1,75.80778684,25.243,21.132,30.275
Princeton,1,2030,2,0,26.209,21.448,31.879
Princeton,1,2030,3,4.557272478,27.18,22.163,32.844
Princeton,1,2030,4,85.73905513,25.995,21.874,30.674
Princeton,1,2030,5,123.2141141,24.823,20.964,29.287
Princeton,1,2030,6,45.28551007,23.005,18.986,27.735
Princeton,1,2030,7,15.46288435,22.695,18.643,27.256
Princeton,1,2030,8,29.01266038,22.967,19.041,27.492
Princeton,1,2030,9,65.25637331,23.796,19.685,28.432
Princeton,1,2030,10,95.73194042,24.863,20.718,29.281
Princeton,1,2030,11,202.1136828,25.862,21.753,30.243
Princeton,1,2030,12,18.43043835,26.276,22.144,30.852
Princeton,1,2031,1,3.789388812,27.266,22.942,32.646
Princeton,1,2031,2,0,26.98,22.381,32.234
Princeton,1,2031,3,36.39051448,27.623,23.099,32.943
Princeton,1,2031,4,195.2216932,26.595,22.526,31.387
Princeton,1,2031,5,202.9899452,24.952,21.662,28.912
Princeton,1,2031,6,45.46103309,23.904,20.081,28.522
Princeton,1,2031,7,86.09648324,23.224,19.863,27.176
Princeton,1,2031,8,29.07179585,23.367,19.679,27.502
Princeton,1,2031,9,92.07251669,24.096,20.062,28.529
Princeton,1,2031,10,52.83692921,25.781,21.874,29.89
Princeton,1,2031,11,170.8621111,25.69,21.721,30.031
Princeton,1,2031,12,223.4752595,25.843,22.075,29.998
Princeton,1,2032,1,0.788898402,26.447,21.554,31.855
Princeton,1,2032,2,0.055305038,26.38,21.431,32.167
Princeton,1,2032,3,16.0006386,27.162,22.232,32.546
Princeton,1,2032,4,227.063045,26.671,22.31,31.309
Princeton,1,2032,5,119.1277663,25.015,21.205,29.279
Princeton,1,2032,6,96.1463172,23.271,19.734,27.518
Princeton,1,2032,7,46.62815835,22.782,19.19,27.003
Princeton,1,2032,8,11.26225628,22.559,18.85,26.854
Princeton,1,2032,9,26.46301036,23.524,19.105,28.376
Princeton,1,2032,10,133.2977109,24.481,20.114,29.013
Princeton,1,2032,11,129.809271,24.444,20.269,28.831
Princeton,1,2032,12,102.2260292,25.181,20.851,29.679
Princeton,1,2033,1,19.97542431,26.824,22.088,32.021
Princeton,1,2033,2,0.461102335,26.809,21.919,32.555
Princeton,1,2033,3,1.770823139,27.8,22.528,33.54
Princeton,1,2033,4,88.002743,27.133,22.578,32.184
Princeton,1,2033,5,171.3522411,25.433,21.878,29.456
Princeton,1,2033,6,17.18400956,24.004,20.239,28.612
Princeton,1,2033,7,52.59692431,22.986,18.948,27.684
Princeton,1,2033,8,93.17133969,23.477,19.822,27.616
Princeton,1,2033,9,23.51990902,24.324,19.696,29.383
Princeton,1,2033,10,14.67288939,25.519,20.815,30.491
Princeton,1,2033,11,25.46955301,25.662,20.859,30.699
Princeton,1,2033,12,17.58848529,26.905,22.425,31.624
Princeton,1,2034,1,9.834753163,26.714,21.621,31.849
Princeton,1,2034,2,3.807309709,27.017,22.145,32.412
Princeton,1,2034,3,50.50595968,26.49,21.787,31.653
Princeton,1,2034,4,88.98240757,26.395,22.49,30.635
Princeton,1,2034,5,54.56219175,25.014,20.961,29.457
Princeton,1,2034,6,49.54871164,23.086,18.985,27.991
Princeton,1,2034,7,21.43250915,23.358,19.326,28.144
Princeton,1,2034,8,50.10544937,23.077,18.962,27.661
Princeton,1,2034,9,91.54264369,23.796,19.379,28.57
Princeton,1,2034,10,203.4365134,25.081,20.752,29.68
Princeton,1,2034,11,174.8705653,25.724,21.544,29.925
Princeton,1,2034,12,118.1458072,25.714,21.485,30.288
Princeton,1,2035,1,4.108350656,26.714,21.77,32.127
Princeton,1,2035,2,0.014149216,26.909,21.916,32.884
Princeton,1,2035,3,83.24606302,26.971,21.618,32.948
Princeton,1,2035,4,164.3749075,25.453,21.155,30.155
Princeton,1,2035,5,363.154616,24.181,20.758,28.115
Princeton,1,2035,6,58.08580409,23.3,19.622,27.715
Princeton,1,2035,7,86.93828556,22.391,18.716,26.68
Princeton,1,2035,8,25.57875385,22.125,18.112,26.797
Princeton,1,2035,9,62.27720823,22.511,18.056,27.422
Princeton,1,2035,10,162.5782841,24.148,20.021,28.668
Princeton,1,2035,11,118.7707951,25.853,21.424,30.495
Princeton,1,2035,12,107.303604,26.214,21.76,31.028
Princeton,1,2036,1,28.1590242,25.605,21.131,30.68
Princeton,1,2036,2,0.080780945,26.351,21.219,32.237
Princeton,1,2036,3,87.0072812,26.971,21.988,32.705
Princeton,1,2036,4,108.0152085,25.705,21.065,30.629
Princeton,1,2036,5,94.6261069,24.362,20.595,29.034
Princeton,1,2036,6,37.00405783,23.405,19.623,28.023
Princeton,1,2036,7,32.1974394,23.096,19.097,27.927
Princeton,1,2036,8,41.48880884,22.596,18.774,27.062
Princeton,1,2036,9,27.03491922,23.795,19.28,28.84
Princeton,1,2036,10,79.47694473,24.673,19.994,29.715
Princeton,1,2036,11,144.4999998,25.119,20.59,30.077
Princeton,1,2036,12,118.5075032,25.543,21.172,30.165
Princeton,1,2037,1,15.27641982,26.213,21.727,31.631
Princeton,1,2037,2,3.096856292,26.651,22.038,32.216
Princeton,1,2037,3,114.1546037,27.333,23.015,32.134
Princeton,1,2037,4,259.7518078,25.795,21.797,30.304
Princeton,1,2037,5,116.0357045,24.361,20.886,28.393
Princeton,1,2037,6,68.23317032,23.342,19.462,27.655
Princeton,1,2037,7,31.76332802,23.105,19.176,27.672
Princeton,1,2037,8,47.6116025,22.776,18.677,27.246
Princeton,1,2037,9,19.00382111,23.395,18.785,28.396
Princeton,1,2037,10,40.28095257,25.01,20.234,30.175
Princeton,1,2037,11,104.2788244,25.882,22.411,29.443
Princeton,1,2037,12,58.05829594,25.48,21.339,29.908
Princeton,1,2038,1,20.10310486,27.243,22.603,32.612
Princeton,1,2038,2,15.77882508,26.98,22.203,32.596
Princeton,1,2038,3,73.15038114,27.452,22.991,32.569
Princeton,1,2038,4,165.6849302,26.162,22.205,30.816
Princeton,1,2038,5,121.221296,24.924,21.486,29.039
Princeton,1,2038,6,63.35462298,23.733,20.203,27.923
Princeton,1,2038,7,57.09638343,23.096,19.644,27.127
Princeton,1,2038,8,56.83186889,22.896,19.103,27.142
Princeton,1,2038,9,41.89794007,23.853,19.325,28.707
Princeton,1,2038,10,25.32750921,24.519,19.652,29.728
Princeton,1,2038,11,131.0461217,26.082,21.648,30.916
Princeton,1,2038,12,79.85626068,26.276,21.82,31.092
Princeton,1,2039,1,17.65547338,26.213,21.727,31.631
Princeton,1,2039,2,3.579141218,26.651,22.038,32.216
Princeton,1,2039,3,131.9323239,27.333,23.015,32.134
Princeton,1,2039,4,300.203921,25.795,21.797,30.304
Princeton,1,2039,5,134.1063755,24.361,20.886,28.393
Princeton,1,2039,6,78.85937521,23.342,19.462,27.655
Princeton,1,2039,7,36.709949,23.105,19.176,27.672
Princeton,1,2039,8,55.02633408,22.776,18.677,27.246
Princeton,1,2039,9,21.96335671,23.395,18.785,28.396
Princeton,1,2039,10,46.55405483,25.01,20.234,30.175
Princeton,1,2039,11,120.5185528,25.882,22.411,29.443
Princeton,1,2039,12,67.09992988,25.48,21.339,29.908
Princeton,1,2040,1,2.193435776,27.043,22.147,32.636
Princeton,1,2040,2,75.30320642,27.579,22.761,32.75
Princeton,1,2040,3,19.41088489,27.4,22.311,32.888
Princeton,1,2040,4,99.45451895,26.704,22.294,31.422
Princeton,1,2040,5,28.45413258,25.924,22.236,30.285
Princeton,1,2040,6,36.48047275,24.333,20.451,28.971
Princeton,1,2040,7,117.8648825,23.524,19.97,27.676
Princeton,1,2040,8,29.24452515,23.395,19.724,27.595
Princeton,1,2040,9,221.3581147,23.805,19.917,28.025
Princeton,1,2040,10,112.9297484,24.891,20.881,29.172
Princeton,1,2040,11,222.1292294,25.662,22.004,29.528
Princeton,1,2040,12,109.0741749,26.614,22.548,30.867
Princeton,1,2041,1,1.966139573,26.842,22.069,32.346
Princeton,1,2041,2,34.87596941,27.451,22.834,33.031
Princeton,1,2041,3,17.76009693,27.5,23.419,31.975
Princeton,1,2041,4,79.95599405,27.257,23.235,31.892
Princeton,1,2041,5,365.2418003,25.153,21.712,29.093
Princeton,1,2041,6,87.23175629,25.004,21.441,29.283
Princeton,1,2041,7,66.64585663,23.795,19.826,28.231
Princeton,1,2041,8,21.36398894,23.358,19.539,27.675
Princeton,1,2041,9,45.81523534,23.796,19.315,28.689
Princeton,1,2041,10,16.40053234,25.311,20.28,30.495
Princeton,1,2041,11,32.2279559,26.081,20.875,31.484
Princeton,1,2041,12,42.96014968,26.799,22.37,31.512
Princeton,1,2042,1,9.026588356,26.423,21.707,31.901
Princeton,1,2042,2,8.564964819,27.251,22.174,33.056
Princeton,1,2042,3,14.39135016,27.433,22.106,33.338
Princeton,1,2042,4,42.08768781,27.257,22.725,32.255
Princeton,1,2042,5,53.50362928,26.057,22.45,30.306
Princeton,1,2042,6,27.05483568,23.876,19.595,29.095
Princeton,1,2042,7,41.97056266,23.266,19.455,27.723
Princeton,1,2042,8,142.6885229,22.767,19.213,26.878
Princeton,1,2042,9,31.52278415,23.896,19.308,28.895
Princeton,1,2042,10,7.824927273,25.281,20.049,30.77
Princeton,1,2042,11,91.0223616,26.586,22.052,31.59
Princeton,1,2042,12,38.08071815,27.318,22.862,32.109
Princeton,1,2043,1,5.615271179,26.214,21.442,31.458
Princeton,1,2043,2,50.54741915,26.48,22.018,31.486
Princeton,1,2043,3,27.3931313,26.3,21.164,31.808
Princeton,1,2043,4,205.4968502,26.195,21.866,31.066
Princeton,1,2043,5,137.5002212,24.795,21.379,28.762
Princeton,1,2043,6,19.03355773,23.614,19.788,28.193
Princeton,1,2043,7,62.46159338,22.896,19.168,27.267
Princeton,1,2043,8,26.59586625,23.039,19.054,27.523
Princeton,1,2043,9,20.7747113,23.596,19.393,28.354
Princeton,1,2043,10,19.87867905,24.681,20.088,29.735
Princeton,1,2043,11,124.3753852,26.153,22.074,30.348
Princeton,1,2043,12,93.85835968,26.314,21.988,31.14
Princeton,1,2044,1,16.97566176,26.213,21.727,31.631
Princeton,1,2044,2,3.441328895,26.651,22.038,32.216
Princeton,1,2044,3,126.8523623,27.333,23.015,32.134
Princeton,1,2044,4,288.6447795,25.795,21.797,30.304
Princeton,1,2044,5,128.9427036,24.361,20.886,28.393
Princeton,1,2044,6,75.82295027,23.342,19.462,27.655
Princeton,1,2044,7,35.29645816,23.105,19.176,27.672
Princeton,1,2044,8,52.90758368,22.776,18.677,27.246
Princeton,1,2044,9,21.11767306,23.395,18.785,28.396
Princeton,1,2044,10,44.7615236,25.01,20.234,30.175
Princeton,1,2044,11,115.8780704,25.882,22.411,29.443
Princeton,1,2044,12,64.51629413,25.48,21.339,29.908
Princeton,1,2045,1,5.492578497,26.214,21.442,31.458
Princeton,1,2045,2,49.44296698,26.48,22.018,31.486
Princeton,1,2045,3,26.79459623,26.3,21.164,31.808
Princeton,1,2045,4,201.0067803,26.195,21.866,31.066
Princeton,1,2045,5,134.4958657,24.795,21.379,28.762
Princeton,1,2045,6,18.61767786,23.614,19.788,28.193
Princeton,1,2045,7,61.09681861,22.896,19.168,27.267
Princeton,1,2045,8,26.01475127,23.039,19.054,27.523
Princeton,1,2045,9,20.32078753,23.596,19.393,28.354
Princeton,1,2045,10,19.44433343,24.681,20.088,29.735
Princeton,1,2045,11,121.6578051,26.153,22.074,30.348
Princeton,1,2045,12,91.80757112,26.314,21.988,31.14
Princeton,1,2046,1,9.546775928,26.423,21.707,31.901
Princeton,1,2046,2,9.05854978,27.251,22.174,33.056
Princeton,1,2046,3,15.22070021,27.433,22.106,33.338
Princeton,1,2046,4,44.51313266,27.257,22.725,32.255
Princeton,1,2046,5,56.58695622,26.057,22.45,30.306
Princeton,1,2046,6,28.61396175,23.876,19.595,29.095
Princeton,1,2046,7,44.38925777,23.266,19.455,27.723
Princeton,1,2046,8,150.9114299,22.767,19.213,26.878
Princeton,1,2046,9,33.33939082,23.896,19.308,28.895
Princeton,1,2046,10,8.275865076,25.281,20.049,30.77
Princeton,1,2046,11,96.26783193,26.586,22.052,31.59
Princeton,1,2046,12,40.27524786,27.318,22.862,32.109
Princeton,1,2047,1,4.215195686,26.714,21.77,32.127
Princeton,1,2047,2,0.014517192,26.909,21.916,32.884
Princeton,1,2047,3,85.41102623,26.971,21.618,32.948
Princeton,1,2047,4,168.6497719,25.453,21.155,30.155
Princeton,1,2047,5,372.5991033,24.181,20.758,28.115
Princeton,1,2047,6,59.59642963,23.3,19.622,27.715
Princeton,1,2047,7,89.19927165,22.391,18.716,26.68
Princeton,1,2047,8,26.24397524,22.125,18.112,26.797
Princeton,1,2047,9,63.89683876,22.511,18.056,27.422
Princeton,1,2047,10,166.806424,24.148,20.021,28.668
Princeton,1,2047,11,121.8596427,25.853,21.424,30.495
Princeton,1,2047,12,110.0942267,26.214,21.76,31.028
Princeton,1,2048,1,6.578023849,26.623,22.467,31.635
Princeton,1,2048,2,19.61739463,26.98,22.212,32.234
Princeton,1,2048,3,55.59858139,27.242,22.588,32.243
Princeton,1,2048,4,104.0514274,26.595,22.707,31.34
Princeton,1,2048,5,162.9413426,24.952,21.758,28.648
Princeton,1,2048,6,3.563966975,24.024,20.169,28.611
Princeton,1,2048,7,38.53530826,23.696,19.992,28.081
Princeton,1,2048,8,82.90736465,23.168,19.479,27.348
Princeton,1,2048,9,30.68912438,23.833,19.393,28.767
Princeton,1,2048,10,80.24585394,25.21,21.304,29.398
Princeton,1,2048,11,104.1965479,25.953,21.691,30.587
Princeton,1,2048,12,62.09030689,26.243,22.024,30.602
Princeton,1,2049,1,2.525287042,27.043,22.147,32.636
Princeton,1,2049,2,86.69604716,27.579,22.761,32.75
Princeton,1,2049,3,22.34761402,27.4,22.311,32.888
Princeton,1,2049,4,114.5012819,26.704,22.294,31.422
Princeton,1,2049,5,32.75904091,25.924,22.236,30.285
Princeton,1,2049,6,41.99970939,24.333,20.451,28.971
Princeton,1,2049,7,135.6970028,23.524,19.97,27.676
Princeton,1,2049,8,33.66901427,23.395,19.724,27.595
Princeton,1,2049,9,254.8480266,23.805,19.917,28.025
Princeton,1,2049,10,130.0152179,24.891,20.881,29.172
Princeton,1,2049,11,255.7358055,25.662,22.004,29.528
Princeton,1,2049,12,125.5763235,26.614,22.548,30.867
Princeton,1,2050,1,1.98960413,26.842,22.069,32.346
Princeton,1,2050,2,35.2921907,27.451,22.834,33.031
Princeton,1,2050,3,17.97205177,27.5,23.419,31.975
Princeton,1,2050,4,80.91021517,27.257,23.235,31.892
Princeton,1,2050,5,369.6007161,25.153,21.712,29.093
Princeton,1,2050,6,88.27280875,25.004,21.441,29.283
Princeton,1,2050,7,67.44123019,23.795,19.826,28.231
Princeton,1,2050,8,21.61895381,23.358,19.539,27.675
Princeton,1,2050,9,46.36200942,23.796,19.315,28.689
Princeton,1,2050,10,16.59626168,25.311,20.28,30.495
Princeton,1,2050,11,32.61257492,26.081,20.875,31.484
Princeton,1,2050,12,43.47285023,26.799,22.37,31.512
Princeton,1,2051,1,91.72956587,25.762,21.843,30.356
Princeton,1,2051,2,5.026623819,26.48,21.528,32.406
Princeton,1,2051,3,101.2393947,26.881,21.622,32.466
Princeton,1,2051,4,75.03997422,26.024,21.528,30.634
Princeton,1,2051,5,92.46511638,24.414,20.669,28.706
Princeton,1,2051,6,36.96511545,23.905,19.928,28.711
Princeton,1,2051,7,47.07128323,22.996,19.17,27.549
Princeton,1,2051,8,28.70819076,23.258,19.378,27.549
Princeton,1,2051,9,19.6387049,23.386,19.037,28.134
Princeton,1,2051,10,7.222316133,24.772,20.111,29.776
Princeton,1,2051,11,23.92958075,26.453,21.569,31.858
Princeton,1,2051,12,85.53514455,26.223,22.079,30.937
Princeton,1,2052,1,20.7771229,26.804,22.05,32.294
Princeton,1,2052,2,3.613918808,27.18,22.531,32.745
Princeton,1,2052,3,10.75685763,28.271,23.101,34.113
Princeton,1,2052,4,153.4199454,27.014,22.713,31.727
Princeton,1,2052,5,152.2056719,25.485,21.889,29.643
Princeton,1,2052,6,93.50508133,24.104,20.342,28.684
Princeton,1,2052,7,11.3549626,23.158,18.879,28.185
Princeton,1,2052,8,40.99728565,22.948,17.787,28.935
Princeton,1,2052,9,17.36611823,23.686,17.59,30.425
Princeton,1,2052,10,43.05653295,25.343,19.151,31.917
Princeton,1,2052,11,101.7982683,26.119,19.999,32.588
Princeton,1,2052,12,37.22601305,26.013,20.151,32.707
Princeton,1,2053,1,5.441033716,26.214,21.442,31.458
Princeton,1,2053,2,48.97897236,26.48,22.018,31.486
Princeton,1,2053,3,26.54314392,26.3,21.164,31.808
Princeton,1,2053,4,199.120444,26.195,21.866,31.066
Princeton,1,2053,5,133.2336972,24.795,21.379,28.762
Princeton,1,2053,6,18.44296135,23.614,19.788,28.193
Princeton,1,2053,7,60.52345911,22.896,19.168,27.267
Princeton,1,2053,8,25.77061737,23.039,19.054,27.523
Princeton,1,2053,9,20.13008829,23.596,19.393,28.354
Princeton,1,2053,10,19.26185922,24.681,20.088,29.735
Princeton,1,2053,11,120.5161145,26.153,22.074,30.348
Princeton,1,2053,12,90.94600837,26.314,21.988,31.14
Princeton,1,2054,1,2.609393887,27.043,22.147,32.636
Princeton,1,2054,2,89.58353315,27.579,22.761,32.75
Princeton,1,2054,3,23.09192041,27.4,22.311,32.888
Princeton,1,2054,4,118.314845,26.704,22.294,31.422
Princeton,1,2054,5,33.85010878,25.924,22.236,30.285
Princeton,1,2054,6,43.39854563,24.333,20.451,28.971
Princeton,1,2054,7,140.2165075,23.524,19.97,27.676
Princeton,1,2054,8,34.79038958,23.395,19.724,27.595
Princeton,1,2054,9,263.3359581,23.805,19.917,28.025
Princeton,1,2054,10,134.3454859,24.891,20.881,29.172
Princeton,1,2054,11,264.2533052,25.662,22.004,29.528
Princeton,1,2054,12,129.7587503,26.614,22.548,30.867
Princeton,1,2055,1,3.283597359,27.043,22.147,32.636
Princeton,1,2055,2,112.7297241,27.579,22.761,32.75
Princeton,1,2055,3,29.05830709,27.4,22.311,32.888
Princeton,1,2055,4,148.8845032,26.704,22.294,31.422
Princeton,1,2055,5,42.59614785,25.924,22.236,30.285
Princeton,1,2055,6,54.61166692,24.333,20.451,28.971
Princeton,1,2055,7,176.4450189,23.524,19.97,27.676
Princeton,1,2055,8,43.77937418,23.395,19.724,27.595
Princeton,1,2055,9,331.3755201,23.805,19.917,28.025
Princeton,1,2055,10,169.0570692,24.891,20.881,29.172
Princeton,1,2055,11,332.5298872,25.662,22.004,29.528
Princeton,1,2055,12,163.2852334,26.614,22.548,30.867
Princeton,1,2056,1,1.774059955,26.842,22.069,32.346
Princeton,1,2056,2,31.46880392,27.451,22.834,33.031
Princeton,1,2056,3,16.02504582,27.5,23.419,31.975
Princeton,1,2056,4,72.14479027,27.257,23.235,31.892
Princeton,1,2056,5,329.559946,25.153,21.712,29.093
Princeton,1,2056,6,78.70975575,25.004,21.441,29.283
Princeton,1,2056,7,60.13497057,23.795,19.826,28.231
Princeton,1,2056,8,19.27685997,23.358,19.539,27.675
Princeton,1,2056,9,41.33937154,23.796,19.315,28.689
Princeton,1,2056,10,14.79830224,25.311,20.28,30.495
Princeton,1,2056,11,29.07948487,26.081,20.875,31.484
Princeton,1,2056,12,38.76321001,26.799,22.37,31.512
Princeton,1,2057,1,77.77875311,25.243,21.132,30.275
Princeton,1,2057,2,0,26.209,21.448,31.879
Princeton,1,2057,3,4.675759387,27.18,22.163,32.844
Princeton,1,2057,4,87.96822963,25.995,21.874,30.674
Princeton,1,2057,5,126.4176223,24.823,20.964,29.287
Princeton,1,2057,6,46.46291172,23.005,18.986,27.735
Princeton,1,2057,7,15.86491196,22.695,18.643,27.256
Princeton,1,2057,8,29.7669757,22.967,19.041,27.492
Princeton,1,2057,9,66.95300786,23.796,19.685,28.432
Princeton,1,2057,10,98.22092517,24.863,20.718,29.281
Princeton,1,2057,11,207.3685421,25.862,21.753,30.243
Princeton,1,2057,12,18.90962095,26.276,22.144,30.852
Princeton,1,2058,1,0.224068137,26.723,22.06,32.19
Princeton,1,2058,2,34.3723927,26.609,21.797,32.213
Princeton,1,2058,3,6.336631329,27.771,22.606,33.323
Princeton,1,2058,4,133.605964,26.295,21.938,30.953
Princeton,1,2058,5,131.3237269,25.124,21.594,29.303
Princeton,1,2058,6,61.88571197,24.004,20.303,28.261
Princeton,1,2058,7,34.1146901,23.396,19.844,27.529
Princeton,1,2058,8,111.5728666,23.167,19.398,27.483
Princeton,1,2058,9,156.751652,23.505,19.181,28.263
Princeton,1,2058,10,155.981397,24.682,20.488,29.14
